,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,BusinessAcceptsBitcoin,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsTakeOut,BYOB,CoatCheck,RestaurantsPriceRange2,GoodForDancing,BYOBCorkage,HasTV,RestaurantsTableService,Alcohol,BikeParking,RestaurantsAttire,Smoking,DogsAllowed,WiFi,HappyHour,WheelchairAccessible,Corkage,DriveThru,GoodForKids,Caters,NoiseLevel,OutdoorSeating,RestaurantsReservations,ByAppointmentOnly,RestaurantsGoodForGroups,Nightlife,Bars,American (New),Mexican,Coffee & Tea,Sandwiches,Breakfast & Brunch,American (Traditional),Event Planning & Services,Beer,Wine & Spirits,Specialty Food,Pizza,Arts & Entertainment,Bakeries,Burgers,Seafood,Shopping,Wineries,Grocery,Cafes,Italian,Delis,Desserts,Salad,Fast Food,Wine Bars,Caterers,Cocktail Bars,Convenience Stores,Ice Cream & Frozen Yogurt,Chinese,Hotels & Travel,Juice Bars & Smoothies,Wine Tasting Room,Japanese,Food Delivery Services,Vegetarian,Asian Fusion,Barbeque,Sushi Bars,Vegan,Tours,Gluten-Free,Tacos,Local Flavor,Health Markets,Chicken Wings,Breweries,Beer Bar,Venues & Event Spaces,Wine Tours,Steakhouses,Food Trucks,French,Health & Medical,Mediterranean,Drugstores,Farmers Market,Tapas/Small Plates,Automotive
113,13UbOVDFdxloxaient5XWA,Jump On The School Bus,4067 State St,Santa Barbara,CA,93110,34.4393777962,-119.7583532456,5.0,175,"Wedding Planning, Transportation, Party Bus Rentals, Wineries, Party & Event Planning, Local Flavor, Food, Wine Tours, Arts & Entertainment, Tours, Limos, Event Planning & Services, Hotels & Travel",,,True,,,,,,,,,,,,,,u'no',,,,,False,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,RIXWht1pZG8pe1SJk5hhXw,Poke Theory SB,"6530 Seville Rd, Ste 102",Goleta,CA,93117,34.412042,-119.854844,4.5,54,"Coffee & Tea, Noodles, Restaurants, Seafood, Japanese, Ramen, Food, Asian Fusion, Poke",False,True,True,True,False,,2,,,False,False,u'none',True,,,False,u'no',False,True,False,,,True,u'quiet',False,False,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,n_fADQa8T0dgLd-D8ABEhQ,Bevmo,7070 Marketplace Dr,Goleta,CA,93117,34.4296451443,-119.8739679941,4.0,21,"Restaurants, Food, American (New), Beer, Wine & Spirits",,True,True,True,,,2,,,,,u'full_bar',True,u'casual',,,,,,,,False,False,u'quiet',False,False,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Ak_vHsHsYRP928VHVRL_tQ,Panda Express,131 N. Fairview Ave.,Goleta,CA,93117,34.441624,-119.832865,2.5,76,"Restaurants, Chinese, Fast Food",,True,True,True,,,1,,,True,False,u'none',True,u'casual',,,u'no',,,,False,True,True,u'average',True,False,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,k3lTRgvPvYUI-cX7_TAqNA,University Club of Santa Barbara,1332 Santa Barbara St,Santa Barbara,CA,93101,34.427284,-119.704006,5.0,76,"Restaurants, Event Planning & Services, Party & Event Planning, Food, Venues & Event Spaces, Arts & Entertainment, Social Clubs, Specialty Food",False,,True,,,,,,,,,,,,,,,,,,,True,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1wvYBjX6radqmb_k0Fv_Ug,Palihouse Santa Barbara,915 Garden St,Santa Barbara,CA,93101,34.4239925,-119.6979304,4.0,7,"Hotels & Travel, Event Planning & Services, Cafes, Restaurants, Hotels",,,True,,,,,,,,,u'full_bar',,,,True,u'free',,,,,,,,True,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,IUgQmteI-mbt_qjL2ZENKA,Epiphany Restaurant,21 W Victoria St,Santa Barbara,CA,93101,34.423515,-119.706222,3.5,29,"Restaurants, Burgers, American (New)",,False,True,True,,,3,,,,,'full_bar',,'casual',,,,True,,,,False,,,True,True,,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,ywXa1pDqHPe9tOPx0yJFUg,Otaco,6530 Pardall Rd,Goleta,CA,93117,34.4132721,-119.85478,3.0,57,"Nightlife, Bars, Karaoke, Beer Bar, Restaurants, Mexican",False,True,True,True,,,1,,,True,False,u'beer_and_wine',True,u'casual',,False,u'no',,True,,,True,True,u'loud',True,False,,True,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,vsrryxBR2Jykl71qa1H6SQ,Caffe Primo,516 State St,Santa Barbara,CA,93108,34.4173624,-119.6959549,4.0,114,"Tapas/Small Plates, Nightlife, Pubs, American (New), Wine Bars, Restaurants, Italian, Coffee & Tea, Bars, Food",False,True,True,True,,,2,,,True,True,u'beer_and_wine',True,'casual',,True,u'free',True,True,,,True,False,'average',True,True,,True,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,PSjXhO_9XZpxa1kKQuBm0A,Cold Stone Creamery,5718 Calle Real,Goleta,CA,93117,34.4416949,-119.8241878,3.0,33,"Ice Cream & Frozen Yogurt, Custom Cakes, Cupcakes, Food",,True,True,True,,,2,,,,,,True,,,,u'no',,True,,,,False,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,7IdIGemGZodDAA_9mJCigA,Farmer Boy,3427 State St,Santa Barbara,CA,93105,34.4400429,-119.7373433,4.0,255,"Breakfast & Brunch, Burgers, American (Traditional), American (New), Restaurants",,True,True,True,,,2,,,False,True,u'beer_and_wine',True,'casual',,,'free',False,True,,False,True,False,'average',True,False,,True,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,xIGiif0TmmmGuV2-sidMSw,La Bella Rosa Bakery Cafe,1411 San Andres St,Santa Barbara,CA,93101,34.4179675798,-119.7153071756,3.0,46,"Food, Custom Cakes, Bakeries, Patisserie/Cake Shop",,True,True,True,,,1,,,,,,True,,,True,,,True,,,,True,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,syuKX2pH3JJhOOppzNI6SA,Yoichi's,230 E Victoria St,Santa Barbara,CA,93101,34.4271662,-119.7024792,4.5,184,"Restaurants, Nightlife, Japanese, Bars",,None,True,True,,,4,False,,False,True,u'beer_and_wine',False,u'casual',,False,u'no',False,True,,,False,False,u'quiet',False,True,,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,It1sdsL61jZxbHd63gjdHA,Haggen Food & Pharmacy,175 N Fairview Ave,Goleta,CA,93117,34.4423650639,-119.8323377,2.0,28,"Delis, Drugstores, Restaurants, Food, Shopping, Grocery, Bakeries",,False,True,True,,,1,,,False,False,,True,'casual',,,u'no',,,,,True,,,True,True,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,pwblP3G6LkVT03I4z9kb0A,Mad Dogs,505 State St,Santa Barbara,CA,93101,34.4169152,-119.6958779,3.0,67,"Hot Dogs, Restaurants",,False,True,True,,,1,,,False,,u'beer_and_wine',,'casual',,,u'no',,,,,True,False,u'average',True,False,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,BdyPaxmB3O9Ngp9W09GrjA,TonyRay's Restaurant & Cantina,731 De La Guerra Plz,Santa Barbara,CA,93103,34.4196391722,-119.6986848651,4.0,8,"Nightlife, Restaurants, Mexican, Dance Clubs",,False,True,False,,,1,,,True,,u'full_bar',,'casual',,,,,,,,True,,,True,False,,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,S3QHy1sshUeZwXOYviVsXQ,Tre Lune,1151 Coast Village Rd,Montecito,CA,93108,34.4209378,-119.646244,4.0,262,"Food, Italian, Restaurants",,True,True,True,True,,3,,,False,True,u'full_bar',True,u'casual',,True,u'no',False,True,True,,False,False,u'average',True,True,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,ZCURd9PiH4qdEjQfrIZzFg,Maggie's at State and A,1201 State St,Santa Barbara,CA,93101,34.4233666,-119.7047065,3.5,52,"American (New), Beer, Wine & Spirits, Food, French, Restaurants",,False,False,False,,,3,,,True,,u'none',,u'casual',,,u'no',True,,,,False,False,u'quiet',False,False,,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
131,i2yCrMQx5soH0jMFG32vxQ,KFC,5697 Calle Real,Goleta,CA,93117,34.4407835012,-119.8234120988,3.0,32,"Restaurants, Chicken Wings, Chicken Shop, Fast Food",,True,True,True,,,1,,,True,,u'none',False,u'casual',,,'no',,,,True,True,False,,False,False,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,qyS7KHJNRR_1x-zIhDScBA,J Wilkes Wines,"35 State St, Suite #b",Santa Barbara,CA,93101,34.412764,-119.6903388,4.5,74,"Food, Arts & Entertainment, Wine Tasting Room, Wineries",False,False,True,True,,,2,,,,,,True,,,True,u'free',True,True,,False,False,False,,,True,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,CWdCNIJU4Kh480NV9dgQjw,Third Window Brewing,"406 E Haley St, Ste 3",Santa Barbara,CA,93101,34.4209477132,-119.690492184,4.5,183,"Nightlife, Beer Gardens, Breweries, Food, Beer, Wine & Spirits",False,True,True,True,,,2,,,,,,True,,,True,,False,True,,,True,False,u'average',True,,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,W5-2F8kftKARrEPLhQaZ8A,Tuttini,10 E Carrillo St,Santa Barbara,CA,93101,34.42168,-119.70128,3.5,13,"American (New), Restaurants, Breakfast & Brunch",,False,True,True,,,2,,,,,u'none',,u'casual',,,,,,,,True,,,True,False,,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,I0jFTYVDs-WHwKR2XHQlRA,Zen Yai Thai Cuisine,425 State St,Santa Barbara,CA,93101,34.4162591,-119.6952494,4.0,347,"Thai, Restaurants, American (New), Pop-Up Restaurants, Asian Fusion",,True,True,True,,,2,,'no',False,True,u'beer_and_wine',True,'casual',,,u'no',True,,,,True,False,u'quiet',None,True,,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,4g7eZD8PYvUEwROZeXxA-w,Salas Mobile Mechanic,205 South Salinas St,Santa Barbara,CA,93103,34.4250092,-119.6703553,5.0,41,"Automotive, Smog Check Stations, Roadside Assistance, Auto Repair, Smokehouse, Food",,,True,,,,,,,,,,,,,,u'no',,,,,,,,,,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
137,L9XvUfEWfjEmOJAd21o6rA,Subway,"888 Embarcadero Del Norte, Ste C",Isla Vista,CA,93117,34.4132969412,-119.8551685799,2.5,20,"Restaurants, Sandwiches, Fast Food",,None,True,True,,,1,,,False,,'none',True,'casual',,,,,,,,True,True,'average',True,False,,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,TN3tMGLb6AbAnN6rFKmH1A,805 Kabob,6578 Trigo Rd,Goleta,CA,93117,34.4113354,-119.8577298,3.5,63,"Mediterranean, Restaurants",False,False,True,True,,,1,,,True,False,u'none',True,u'casual',,True,u'free',,True,,,True,True,u'quiet',True,False,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
139,eGI_WepIIjYahIrMVRknfw,Sizzling Lunch,6533 Trigo Rd,Goleta,CA,93117,34.4108424,-119.8552361,4.5,79,"Japanese, Restaurants, Steakhouses, Asian Fusion",,True,True,True,,,2,,,,True,u'none',,u'casual',,False,,,,,,,False,u'average',True,True,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,rxH22mT81ht_n3cGTbWi4A,Beans BBQ and Catering,,Santa Barbara,CA,93117,34.4208305,-119.6981901,5.0,13,"Wedding Planning, Barbeque, Event Planning & Services, Restaurants, Caterers, Personal Chefs",False,True,True,True,,,,,,False,True,u'none',False,,,,u'no',False,True,,,,True,,False,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,n6reYUBVF9buglcojgB0FQ,Harbor Market & Deli,"125 Harbor Way, Ste 8",Santa Barbara,CA,93101,34.403986,-119.693797,2.0,6,"Restaurants, Delis, Food, Grocery",,,True,,,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,gebiRewfieSdtt17PTW6Zg,Hibachi Steak House & Sushi Bar,502 State St,Santa Barbara,CA,93101,34.4169836,-119.6955563,3.5,488,"Steakhouses, Sushi Bars, Restaurants, Japanese",False,True,True,True,False,,2,,'yes_free',False,False,u'beer_and_wine',True,'casual',,False,u'no',True,True,False,,True,False,u'average',False,False,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,zu4p6IZLSVn2Noto-vcwzw,East Beach Grill,1118 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4170185,-119.6689747,3.5,169,"Breakfast & Brunch, Restaurants, American (Traditional)",,False,True,True,,,2,,,False,False,u'beer_and_wine',True,u'casual',,,'no',,,,,True,False,u'average',True,False,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,jLn69WQupjsDKrbPw_nlGQ,Yogurtland Santa Barbara,621 State St,Santa Barbara,CA,93101,34.418154,-119.697609,4.0,125,"Ice Cream & Frozen Yogurt, Food",,True,True,True,,,1,,,,,,True,,,,u'no',,,,,False,True,,,,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,dv6tq79a0PhoFphStXkqcQ,Jamba Juice,"University Center Bldg, Room 1180",Santa Barbara,CA,93106,34.411499,-119.849012,3.0,15,"Juice Bars & Smoothies, Food",,True,True,True,,,2,,,,False,,True,'casual',,,'no',,,,,True,,,,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
